iter	Logloss
0	0.6609353599
1	0.63087103
2	0.6032715525
3	0.5733569649
4	0.5503950689
5	0.5233712508
6	0.5018314636
7	0.4833608145
8	0.4662984723
9	0.4495911292
10	0.4332959693
11	0.4206630211
12	0.4067810842
13	0.3948760935
14	0.3818285765
15	0.3712848981
16	0.3609016627
17	0.3514532433
18	0.3442703494
19	0.3361295682
20	0.3293242335
21	0.3215693948
22	0.3151389271
23	0.3085586147
24	0.3026409309
25	0.2964051213
26	0.291534918
27	0.2863690468
28	0.2811187625
29	0.2759732534
30	0.2709903515
31	0.2669171664
32	0.2637894469
33	0.2592979103
34	0.2556343867
35	0.2519755148
36	0.248426956
37	0.2450246124
38	0.2415112571
39	0.2383214289
40	0.2342098029
41	0.2317530612
42	0.2283254482
43	0.2236136943
44	0.2200331866
45	0.2180817485
46	0.2161994393
47	0.213559524
48	0.211589564
49	0.2098229524
50	0.206534858
51	0.2048703465
52	0.2028442076
53	0.2010912445
54	0.1989102345
55	0.1959996993
56	0.1945201165
57	0.1926126741
58	0.1905694618
59	0.1891305861
60	0.1878882259
61	0.1859659592
62	0.1847448983
63	0.1829815071
64	0.1821052556
65	0.1805007398
66	0.1787911079
67	0.1769320064
68	0.1757815397
69	0.1738768236
70	0.17249808
71	0.1714109147
72	0.1705585013
73	0.1692586502
74	0.1678791398
75	0.1666473781
76	0.1650558804
77	0.1641874159
78	0.1632927618
79	0.1625194795
80	0.1613631853
81	0.1603966079
82	0.1591530038
83	0.1583002496
84	0.1573538639
85	0.1560544217
86	0.1549080104
87	0.1537994436
88	0.153087912
89	0.1523168618
90	0.1508713578
91	0.1492288782
92	0.1486608014
93	0.1477256788
94	0.1471892442
95	0.1464213633
96	0.1453278082
97	0.1445924556
98	0.1438441529
99	0.1432222657
100	0.1425546703
101	0.1417992707
102	0.1406269255
103	0.1396188912
104	0.1387473255
105	0.137964927
106	0.1371005435
107	0.1362499959
108	0.1354993334
109	0.1345636569
110	0.1340490498
111	0.1332469538
112	0.1325719036
113	0.1318007852
114	0.1307239969
115	0.1299794089
116	0.1292508039
117	0.128579366
118	0.127709598
119	0.1270539472
120	0.1262031781
121	0.1255010097
122	0.1244932566
123	0.1233498016
124	0.122787237
125	0.1223679995
126	0.1215853625
127	0.1206638287
128	0.1193240542
129	0.1186798283
130	0.1179649911
131	0.1172639643
132	0.1165469205
133	0.1159528075
134	0.1155438873
135	0.1149683984
136	0.1140726623
137	0.1138041042
138	0.1134133139
139	0.112504466
140	0.111994008
141	0.1112794349
142	0.1107216414
143	0.1101773857
144	0.109789867
145	0.109026902
146	0.1083842607
147	0.1078882691
148	0.1070672935
149	0.1065158812
150	0.1061387821
151	0.1054085924
152	0.1043828712
153	0.1037786112
154	0.1033552501
155	0.1030869135
156	0.1026135929
157	0.101849384
158	0.1015177801
159	0.1010480036
160	0.1007498481
161	0.1004927405
162	0.1001272537
163	0.09969107896
164	0.09919465287
165	0.09890002448
166	0.09845298712
167	0.09794937892
168	0.09742411364
169	0.09693430736
170	0.09636178328
171	0.09595710588
172	0.09558277567
173	0.09526906314
174	0.09499321218
175	0.09468638358
176	0.09431644101
177	0.09388013847
178	0.09345038759
179	0.09312250679
180	0.0927664343
181	0.09244658759
182	0.0919406024
183	0.09148311136
184	0.09124675774
185	0.09091445522
186	0.09050436781
187	0.09011187359
188	0.08968075103
189	0.08935645704
190	0.08897526846
191	0.08851108945
192	0.08801644398
193	0.08771721495
194	0.08742404343
195	0.08682641179
196	0.08657490162
197	0.08615165127
198	0.08583010914
199	0.08543083323
200	0.08522138484
201	0.08487868828
202	0.08439508435
203	0.08395531429
204	0.08341756764
205	0.08303467513
206	0.08269967186
207	0.08206866002
208	0.08168538411
209	0.08111079827
210	0.08074434026
211	0.08043093444
212	0.0801638247
213	0.07972543483
214	0.07943911315
215	0.07889689366
216	0.07867623334
217	0.0785168808
218	0.0781749425
219	0.07790267834
220	0.07771044826
221	0.077465166
222	0.07704373886
223	0.07674172389
224	0.07640389209
225	0.07621966202
226	0.07604107199
227	0.07573732752
228	0.07561787276
229	0.07546282267
230	0.0751700175
231	0.07503161492
232	0.07478197908
233	0.07442788316
234	0.07421345074
235	0.0739830524
236	0.07349923548
237	0.07324604693
238	0.07297297339
239	0.07271940145
240	0.07257506063
241	0.07237081778
242	0.07216602967
243	0.07181416591
244	0.07166931391
245	0.07136810831
246	0.07097592932
247	0.07069851073
248	0.07038535199
249	0.07016581626
250	0.06990091312
251	0.06956198227
252	0.06919621436
253	0.06903314724
254	0.06873081278
255	0.06849276374
256	0.06834060609
257	0.06811177538
258	0.06781887223
259	0.06765448881
260	0.06748431625
261	0.06733595413
262	0.06717178796
263	0.06701831402
264	0.06687703178
265	0.06675254187
266	0.06650823937
267	0.06633218822
268	0.06623773878
269	0.06607450978
270	0.06594087823
271	0.06570710609
272	0.06539949793
273	0.0652768355
274	0.06502606654
275	0.06479781943
276	0.06453341469
277	0.06433478206
278	0.06408170852
279	0.06384241561
280	0.06363672015
281	0.06346541873
282	0.06338916312
283	0.06317926744
284	0.0630047328
285	0.06275177854
286	0.06247644302
287	0.06224505639
288	0.06209763996
289	0.06182564842
290	0.06164551633
291	0.06138974631
292	0.06124450241
293	0.06107087085
294	0.06089194003
295	0.06076899219
296	0.06064648311
297	0.06056480046
298	0.06047931801
299	0.06033196122
300	0.06011596543
301	0.05992007615
302	0.05965079388
303	0.05951372889
304	0.05943835933
305	0.05928278102
306	0.05911866172
307	0.05890712174
308	0.05872589912
309	0.05872445077
310	0.05865424416
311	0.05851244221
312	0.05839369884
313	0.0581827169
314	0.05806969451
315	0.05780911512
316	0.05762659325
317	0.05762542179
318	0.05745147927
319	0.05745041856
320	0.05727578168
321	0.0571026187
322	0.05692308299
323	0.0567935835
324	0.05669964099
325	0.05662612872
326	0.05650628631
327	0.05632980066
328	0.05617514674
329	0.05603312328
330	0.05583511259
331	0.05575579415
332	0.05561437559
333	0.05533348096
334	0.0552146098
335	0.05496207301
336	0.05476920822
337	0.05465454153
338	0.05455669273
339	0.05442708674
340	0.0542690292
341	0.05417409414
342	0.05402638804
343	0.0538712272
344	0.05382360206
345	0.05372363186
346	0.05351883522
347	0.05345197685
348	0.05334416426
349	0.05314839425
350	0.05283924403
351	0.0525618936
352	0.05240918644
353	0.05227302453
354	0.05218551014
355	0.05200821085
356	0.05187278164
357	0.05176561229
358	0.05164736306
359	0.0515412246
360	0.05138432574
361	0.05121762922
362	0.05112808713
363	0.05101327987
364	0.05086818506
365	0.05073998056
366	0.05049493258
367	0.05033464288
368	0.05018943305
369	0.0499850837
370	0.04976820613
371	0.04954576093
372	0.04932487484
373	0.04921920495
374	0.04899944772
375	0.04894663408
376	0.04889935824
377	0.04873534969
378	0.0486780845
379	0.04842495559
380	0.04824910039
381	0.04810579471
382	0.04800884475
383	0.04795938787
384	0.04786337081
385	0.04770432924
386	0.04763967747
387	0.04760925361
388	0.04746561993
389	0.04734692768
390	0.04728797133
391	0.04714145799
392	0.04708870824
393	0.04687914484
394	0.04674308943
395	0.04657007129
396	0.04648816712
397	0.04636452918
398	0.04629040776
399	0.04617675918
400	0.04601569418
401	0.04587626497
402	0.04575023726
403	0.04565490177
404	0.04557455245
405	0.04539570683
406	0.04535995816
407	0.04527125952
408	0.04523933619
409	0.04512531274
410	0.04497541282
411	0.04482958531
412	0.0447782115
413	0.04460712307
414	0.04445017735
415	0.04435768319
416	0.04425871831
417	0.04406886524
418	0.04397416448
419	0.0438946799
420	0.04378270118
421	0.04378259468
422	0.04365572778
423	0.04353928047
424	0.04344266277
425	0.04337534007
426	0.04320817497
427	0.04307608549
428	0.04292788524
429	0.04276268393
430	0.04270261576
431	0.04265438146
432	0.04254819613
433	0.04247038994
