iter	Logloss
434	0.04244238993
435	0.04233961249
436	0.04215886698
437	0.04209240051
438	0.04209200009
439	0.04196390634
440	0.0418617338
441	0.04181556553
442	0.0417616358
443	0.04165071352
444	0.04160554631
445	0.04154358677
446	0.04148511604
447	0.0413995484
448	0.04139908408
449	0.04134481783
450	0.04131833007
451	0.04117329915
452	0.04103761861
453	0.04096459198
454	0.0408749221
455	0.04080158449
456	0.04080155467
457	0.0407495291
458	0.04068667925
459	0.04068664943
460	0.04063429159
461	0.04055579104
462	0.04049980807
463	0.04037319675
464	0.04031176969
465	0.04024497522
466	0.0400954459
467	0.04005224674
468	0.03999018496
469	0.03989852147
470	0.03981914765
471	0.03981875149
472	0.03965274932
473	0.03965271098
474	0.03957352034
475	0.03947226366
476	0.03947223384
477	0.03935448728
478	0.03932450644
479	0.03932375671
480	0.03932372689
481	0.03916517095
482	0.03916368852
483	0.03908578009
484	0.03903355857
485	0.03898426356
486	0.03879564585
487	0.03871905797
488	0.0386464062
489	0.03858673419
490	0.03853523259
491	0.03848137102
492	0.0383820398
493	0.03838201424
494	0.03834595885
495	0.03834593755
496	0.03834539229
497	0.03834536673
498	0.03823573945
499	0.03821408236
500	0.0382140568
501	0.03817940291
502	0.03809021439
503	0.03807002269
504	0.03798051469
505	0.03795152214
506	0.03785823564
507	0.03773547097
508	0.0377354582
509	0.0375985849
510	0.0375825636
511	0.03758255082
512	0.03758253378
513	0.03753924516
514	0.03753923664
515	0.03747640809
516	0.03747639531
517	0.03747639531
518	0.03733205875
519	0.03721594371
520	0.03714144742
521	0.03710163059
522	0.03710160503
523	0.03706873601
524	0.03706871045
525	0.03700193728
526	0.03700191172
527	0.03700189042
528	0.03689883609
529	0.03689881053
530	0.03689010765
531	0.03689009061
532	0.0368410512
533	0.03681414171
534	0.03676448888
535	0.03668619706
536	0.03668613743
537	0.03663517682
538	0.03663491697
539	0.03663489993
540	0.03658298512
541	0.03645906603
542	0.03645905751
543	0.03641797976
544	0.03637432054
545	0.03635434609
546	0.03626943873
547	0.03626943021
548	0.03605706808
549	0.03605705104
550	0.03605602867
551	0.03597766444
552	0.03597765166
553	0.03587093811
554	0.03575819262
555	0.03575817984
556	0.03575816706
557	0.03565429909
558	0.03562735553
559	0.03554771334
560	0.03552724049
561	0.03545523196
562	0.0353854854
563	0.03533530648
564	0.0352060285
565	0.03515057375
566	0.03515053967
567	0.03508707427
568	0.03497054602
569	0.034969726
570	0.03491397306
571	0.03486070148
572	0.03486041607
573	0.03484610936
574	0.03480564503
575	0.03480559817
576	0.03474738943
577	0.03462984521
578	0.03462979196
579	0.03455963646
580	0.03455413699
581	0.03452600493
582	0.03450921046
583	0.03450917
584	0.03450912953
585	0.03450908906
586	0.03447062686
587	0.03447059917
588	0.03441072695
589	0.03435774078
590	0.03435770032
591	0.03435766411
592	0.03424901446
593	0.03418411136
594	0.03415434351
595	0.03396969598
596	0.03396949363
597	0.03393589618
598	0.03386954047
599	0.03386950213
600	0.03379603247
601	0.03368272893
602	0.03361006438
603	0.03356043711
604	0.03355952763
605	0.03347560216
606	0.03347557021
607	0.03347553826
608	0.03336682258
609	0.0333667736
610	0.03328669903
611	0.03318933799
612	0.03312527834
613	0.03312511433
614	0.0330816106
615	0.03298675009
616	0.03298668619
617	0.03295852644
618	0.03295836883
619	0.03292555519
620	0.03287008979
621	0.03269751254
622	0.03264050508
623	0.03254482668
624	0.03254473935
625	0.03242700983
626	0.03241680961
627	0.03237039001
628	0.0322893016
629	0.0321910758
630	0.03213431115
631	0.03200172326
632	0.03193711409
633	0.03186984251
634	0.03186971898
635	0.03180577647
636	0.03177609169
637	0.03168215131
638	0.03168203417
639	0.03165957623
640	0.03163941222
641	0.03163931211
642	0.03160500114
643	0.03160491381
644	0.03153466034
645	0.03152963797
646	0.03144746543
647	0.03141377639
648	0.03141370397
649	0.03141363795
650	0.03136982324
651	0.03136975508
652	0.0313131523
653	0.03131307989
654	0.03126721832
655	0.03121329286
656	0.03117527155
657	0.03117521191
658	0.03110043447
659	0.03110037271
660	0.03110031733
661	0.03110026408
662	0.03099149302
663	0.03093914371
664	0.03093907555
665	0.03088250685
666	0.03088244508
667	0.0308823897
668	0.03082899246
669	0.03080033005
670	0.03080027467
671	0.03080022355
672	0.03080017882
673	0.03071854302
674	0.03067846208
675	0.03057719475
676	0.03054879645
677	0.03054872616
678	0.03051186779
679	0.03051180177
680	0.03045094339
681	0.03041261751
682	0.03041255787
683	0.03033862814
684	0.0303385898
685	0.03027467712
686	0.03027463452
687	0.0302331819
688	0.03023314356
689	0.03013562278
690	0.03009655567
691	0.03009651095
692	0.03007818719
693	0.0300211137
694	0.02997948217
695	0.02997791241
696	0.02990877076
697	0.02984661739
698	0.02979790599
699	0.02977444485
700	0.02977441077
701	0.02977438521
702	0.02974666423
703	0.02974663867
704	0.02974661311
705	0.02974658755
706	0.02967637242
707	0.02967635538
708	0.02967633195
709	0.02960158646
710	0.02960156942
711	0.02960152895
712	0.02960150765
713	0.02956593789
714	0.0295658889
715	0.02956587186
716	0.02953985482
717	0.0295142957
718	0.02951427654
719	0.02950253638
720	0.02950252147
721	0.02940294105
722	0.02940291975
723	0.02940290697
724	0.02940288993
725	0.02940287715
726	0.02930588033
727	0.02930585477
728	0.02930583347
729	0.0292836013
730	0.02928284518
731	0.02926359917
732	0.02926358
733	0.02926355657
734	0.02923741173
735	0.02913873013
736	0.02913870244
737	0.02913867475
738	0.02913865133
739	0.02913863429
740	0.02911597613
741	0.0291159591
742	0.02903399955
743	0.02903397399
744	0.02903395695
745	0.02901779507
746	0.02899788452
747	0.02899786748
748	0.02899784193
749	0.02894621039
750	0.02884086852
751	0.02879485999
752	0.02879483869
753	0.02873455966
754	0.02866490043
755	0.02863211874
756	0.02858477901
757	0.02851265759
758	0.02850557345
759	0.0285055628
760	0.02847720071
761	0.02847587164
762	0.02847561605
763	0.02843988867
764	0.02843988654
765	0.02839675554
766	0.02839673637
767	0.02832908779
768	0.02826254252
769	0.02821790779
770	0.02821767563
771	0.02814303451
772	0.0281314967
773	0.02812990565
774	0.02806835292
775	0.02806832949
776	0.02801281297
777	0.0280127938
778	0.02799286621
779	0.02795899613
780	0.02791666599
781	0.02783478524
782	0.0277603422
783	0.02773253176
784	0.02771932622
785	0.02764660416
786	0.02764655943
787	0.02761908126
788	0.02758777774
789	0.02758773301
790	0.02751885121
791	0.02747411424
792	0.02747407591
793	0.02744439965
794	0.02744391615
795	0.02742793532
796	0.02742792893
797	0.02739748803
798	0.02735092146
799	0.02735088951
800	0.02733385862
801	0.02731289589
802	0.02729045712
803	0.02729043157
804	0.02729040388
805	0.02729038045
806	0.02727493209
807	0.02727490654
808	0.02727489163
809	0.02727123241
810	0.02727120898
811	0.02726945393
812	0.02724700238
813	0.02722973081
814	0.02722920685
815	0.02715250821
816	0.02712336018
817	0.02709060831
818	0.027062046
819	0.02706201192
820	0.02706198636
821	0.02704350713
822	0.02702120893
823	0.0269977052
824	0.02697060828
825	0.02697046132
826	0.02697042937
827	0.02697009497
828	0.02694245705
829	0.02688613542
830	0.02683876587
831	0.02680302571
832	0.02680302145
833	0.02677405872
834	0.0267740502
835	0.0267740289
836	0.02674268491
837	0.02674240802
838	0.02674238672
839	0.02669811196
840	0.02666698948
841	0.02666695753
842	0.02666693197
843	0.02666555604
844	0.02666428234
845	0.02666413964
846	0.02666411621
847	0.02666397563
848	0.02666395859
849	0.026622572
850	0.02658815879
851	0.02653540479
852	0.02653528338
853	0.02653525995
854	0.02650246761
855	0.02644464864
856	0.02644462309
857	0.02639702563
858	0.02635595427
859	0.02635592871
860	0.02628448887
861	0.02624541751
862	0.02624539621
863	0.02621562836
864	0.02621220131
865	0.0261971683
866	0.02616702558
867	0.02612421194
868	0.02606535144
869	0.02606532162
870	0.02604502769
871	0.0260448147
872	0.02597720659
873	0.02597718742
874	0.02597698082
875	0.02597695952
876	0.02593000104
877	0.0259299201
878	0.02592981361
879	0.02592979231
880	0.0258960202
881	0.02585966024
882	0.02585963468
883	0.02581775395
884	0.02575782848
885	0.02575780505
886	0.02575770921
887	0.02571680398
888	0.02571678481
889	0.02571669322
890	0.02566558991
891	0.02566494454
892	0.02566492325
893	0.02561859523
894	0.0256184227
895	0.02561841205
896	0.02561839075
897	0.02561837372
898	0.02561835668
899	0.02561834816
900	0.02559063143
901	0.02557245677
902	0.02557244825
903	0.02557243334
904	0.02554039287
905	0.02545674216
906	0.02545659732
907	0.02533507014
908	0.02533505097
909	0.02533503606
910	0.02533494022
911	0.0252917368
912	0.02529172402
913	0.02527032466
914	0.02524049504
915	0.02523822241
916	0.0251913257
917	0.02519132144
918	0.02516412229
919	0.0251641159
920	0.02514110418
921	0.02514109566
922	0.02512199875
923	0.02511045455
924	0.02511044603
925	0.0251103374
926	0.02511033527
927	0.02511032675
928	0.02509447584
929	0.02509446945
930	0.02509446307
931	0.02509446094
932	0.02509445455
933	0.02509445029
934	0.02507106583
935	0.02505730012
936	0.02501469308
937	0.02501468669
938	0.02499994547
939	0.02496561533
940	0.02496560042
941	0.02492747262
942	0.02492744919
943	0.02492744919
944	0.0249274428
945	0.02492743641
946	0.02492607751
947	0.02488327665
948	0.02485096142
949	0.02485078889
950	0.02485078463
951	0.02485077824
952	0.02479570049
953	0.02478474628
954	0.02478474415
955	0.02475932775
956	0.02470650771
957	0.02470650558
958	0.02466754072
959	0.02462891877
960	0.02461982186
961	0.02461982612
962	0.02461982825
963	0.02457118287
964	0.02457104656
965	0.02457104656
966	0.02451613281
967	0.02451613281
968	0.02451612642
969	0.02451613068
970	0.0245159901
971	0.02451598797
972	0.02451598584
973	0.02448450128
974	0.02439346399
975	0.02439346186
976	0.02439337879
977	0.0243933724
978	0.02439336814
979	0.02439336814
980	0.02437230743
981	0.0243722052
982	0.02435014129
983	0.02435014129
984	0.02427593042
985	0.02427583031
986	0.02424928504
987	0.02424928078
988	0.02424928291
989	0.02424927439
990	0.024249268
991	0.02420029888
992	0.02420029462
993	0.02420028823
994	0.0242002861
995	0.02420020942
996	0.02413828822
997	0.0241373404
998	0.02411003475
999	0.02411003049
